rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,arxiv:2605.11564v1,RIO: Flexible Real-Time Robot I/O for Cross-Embodiment Robot Learning,2026,arXiv,http://arxiv.org/abs/2605.11564v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.1109/naps52732.2021.9654717,Risk-based Classical Failure Mode and Effect Analysis (FMEA) of Microgrid Cyber-physical Energy Systems,2021,2021 North American Power Symposium (NAPS),https://doi.org/10.1109/naps52732.2021.9654717,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/tii.2023.3280320,Dynamic Motion Primitives-Based Trajectory Learning for Physical Human–Robot Interaction Force Control,2024,IEEE Transactions on Industrial Informatics,https://doi.org/10.1109/tii.2023.3280320,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.1109/cvpr.2015.7298860,Learning a non-linear knowledge transfer model for cross-view action recognition,2015,2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr.2015.7298860,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.15607/rss.2024.xx.069,MIRAGE: Cross-Embodiment Zero-Shot Policy Transfer with Cross-Painting,2024,Robotics: Science and Systems XX,https://doi.org/10.15607/rss.2024.xx.069,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
16,arxiv:2509.11865v1,Tenma: Robust Cross-Embodiment Robot Manipulation with Diffusion Transformer,2025,arXiv,http://arxiv.org/abs/2509.11865v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.48550/arxiv.2406.01968,Cross-Embodiment Robot Manipulation Skill Transfer using Latent Space Alignment,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2406.01968,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.3390/fi12110205,Failure Mode and Effect Analysis for Cyber-Physical Systems,2020,Future Internet,https://doi.org/10.3390/fi12110205,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.18653/v1/2024.alvr-1.13,Improving Vision-Language Cross-Lingual Transfer with Scheduled Unfreezing,2024,Proceedings of the 3rd Workshop on Advances in Language and Vision Research (ALVR),https://doi.org/10.18653/v1/2024.alvr-1.13,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.18653/v1/2022.emnlp-main.400,Toward the Limitation of Code-Switching in Cross-Lingual Transfer,2022,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,https://doi.org/10.18653/v1/2022.emnlp-main.400,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.71443/9789349552982-06,Transfer Learning and Domain Adaptation Techniques in Deep Reinforcement Learning for Cross-Domain Tasks,2025,Deep Reinforcement Learning Applications in Autonomous Systems and Decision Making,https://doi.org/10.71443/9789349552982-06,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1088/1361-6501/ae5f3c,Uncertainty alignment guided mixture of experts for cross-domain rotating machinery fault diagnosis,2026,Measurement Science and Technology,https://doi.org/10.1088/1361-6501/ae5f3c,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1609/aaai.v40i8.37583,Any-Optical-Model: A Universal Foundation Model for Optical Remote Sensing,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i8.37583,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1109/tetc.2013.2274044,A Cross-Domain Recommendation Model for Cyber-Physical Systems,2013,IEEE Transactions on Emerging Topics in Computing,https://doi.org/10.1109/tetc.2013.2274044,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/icar65334.2025.11338657,MMVLA-EXT: Multi-Modal Vision-Language-Action Model with Efficient Cross-Platform Task Transfer,2025,2025 IEEE International Conference on Advanced Robotics (ICAR),https://doi.org/10.1109/icar65334.2025.11338657,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1109/mra.2025.3527283,"Human–Humanoid Robots’ Cross-Embodiment Behavior-Skill Transfer Using Decomposed Adversarial Learning From Demonstration: HOTU, a Human–Humanoid Robots’ Skill Transfer Framework",2025,IEEE Robotics & Automation Magazine,https://doi.org/10.1109/mra.2025.3527283,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1080/19397038.2019.1592261,Diffusion mechanism and effect of mass transfer limitation during the adsorption of CO 2 by polyaspartamide in a packed-bed unit,2020,International Journal of Sustainable Engineering,https://doi.org/10.1080/19397038.2019.1592261,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
28,arxiv:2402.19249v3,Mirage: Cross-Embodiment Zero-Shot Policy Transfer with Cross-Painting,2024,arXiv,http://arxiv.org/abs/2402.19249v3,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.1007/s12369-010-0056-9,A Cross-cultural Study: Effect of Robot Appearance and Task,2010,International Journal of Social Robotics,https://doi.org/10.1007/s12369-010-0056-9,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1016/j.neucom.2022.11.076,A trajectory and force dual-incremental robot skill learning and generalization framework using improved dynamical movement primitives and adaptive neural network control,2023,Neurocomputing,https://doi.org/10.1016/j.neucom.2022.11.076,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2503.06227v1,GAT-Grasp: Gesture-Driven Affordance Transfer for Task-Aware Robotic Grasping,2025,arXiv,http://arxiv.org/abs/2503.06227v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1017/s0263574722001230,Zero-shot sim-to-real transfer of reinforcement learning framework for robotics manipulation with demonstration and force feedback,2023,Robotica,https://doi.org/10.1017/s0263574722001230,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1609/aaai.v29i1.9631,Unsupervised Cross-Domain Transfer in Policy Gradient Reinforcement Learning via Manifold Alignment,2015,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v29i1.9631,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.3390/s25185630,Human–Robot Variable-Impedance Skill Transfer Learning Based on Dynamic Movement Primitives and a Vision System,2025,Sensors,https://doi.org/10.3390/s25185630,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.3390/lubricants13120545,Physics-Informed Transfer Learning for Predicting Engine Oil Degradation and RUL Across Heterogeneous Heavy-Duty Equipment Fleets,2025,Lubricants,https://doi.org/10.3390/lubricants13120545,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1109/icra57147.2024.10611110,Cross Domain Policy Transfer with Effect Cycle-Consistency,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611110,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/electronics13193898,Learn Then Adapt: A Novel Test-Time Adaptation Method for Cross-Domain Fault Diagnosis of Rolling Bearings,2024,Electronics,https://doi.org/10.3390/electronics13193898,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2410.18835v1,Diffusion for Multi-Embodiment Grasping,2024,arXiv,http://arxiv.org/abs/2410.18835v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1016/j.robot.2021.103872,Domain adversarial transfer for cross-domain and task-constrained grasp pose detection,2021,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2021.103872,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
40,arxiv:2508.19002v1,HuBE: Cross-Embodiment Human-like Behavior Execution for Humanoid Robots,2025,arXiv,http://arxiv.org/abs/2508.19002v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.3390/sym18030394,PI-VLA: Adaptive Symmetry-Aware Decision-Making for Long-Horizon Vision–Language–Action Manipulation,2026,Symmetry,https://doi.org/10.3390/sym18030394,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1145/3240508.3240578,Emotion Recognition in Speech using Cross-Modal Transfer in the Wild,2018,,https://doi.org/10.1145/3240508.3240578,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1016/j.jobe.2025.113341,Transfer learning for cross-building forecasting of building energy and indoor air temperature in model predictive control applications,2025,Journal of Building Engineering,https://doi.org/10.1016/j.jobe.2025.113341,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
44,arxiv:2303.04569v1,Safe Machine-Learning-supported Model Predictive Force and Motion Control in Robotics,2023,arXiv,http://arxiv.org/abs/2303.04569v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1016/j.engfailanal.2023.107573,Study on cross-scale temperature effect and damage failure evolution constitutive model of phthalazine ether sulfone ketone,2023,Engineering Failure Analysis,https://doi.org/10.1016/j.engfailanal.2023.107573,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
46,arxiv:2407.16912v1,Cross-Domain Policy Transfer by Representation Alignment via Multi-Domain Behavioral Cloning,2024,arXiv,http://arxiv.org/abs/2407.16912v1,Addresses cross-embodiment robot policy transfer or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Cross embodiment force vocabularies keeps action-critical alternatives explicit until a physical observation collapses them.
